,Date,A,AAP,AAPL,ABT,ACN,ADBE,ADM,ADS,AEE,AES,AFL,AGN,AIG,AIV,AKAM,ALL,AMAT,AMZN,APH,APTV,BBY,CAH,CCL,COF,COST,CPRI,DVN,GOOG,KMX,MMM,MO,T,XRAY,GSPC,RF
191,2015-08-17,1.2204,0.4121,1.088,0.7115,1.1192,0.8205,1.2435,0.8694,0.676,1.0562,0.7919,1.0665,1.0214,0.4616,1.5578,0.7785,1.3156,0.5519,0.8656,1.2504,0.9951,0.8365,1.2828,1.278,0.7101,0.695,1.713,1.4401,1.8248,1.1097,0.6992,0.7549,1.0411,1.0,0.001
192,2015-08-24,1.2061,0.5133,1.2201,0.7975,1.1246,0.9552,1.1496,0.8797,0.5328,1.0451,0.936,1.0615,1.0838,0.4372,1.5284,0.769,1.2737,0.692,0.9413,1.1847,1.0964,0.8337,1.3228,1.1965,0.7359,0.8039,1.7168,1.3921,1.6547,1.0382,0.6902,0.6635,1.0328,1.0,0.001
193,2015-08-31,1.219,0.5247,1.2683,0.7695,1.1322,1.007,1.1323,0.9242,0.5008,1.0381,0.959,1.0603,1.0975,0.4286,1.5659,0.7331,1.2901,0.7214,0.9544,1.2665,1.1709,0.849,1.3157,1.1775,0.7362,0.8439,1.723,1.3875,1.6603,1.0399,0.6558,0.6435,1.036,1.0,0.001
194,2015-09-07,1.2049,0.5428,1.2701,0.8293,1.0984,1.0336,1.1326,0.9698,0.5844,1.1301,0.9856,1.1079,1.1246,0.5293,1.435,0.726,1.2584,0.7467,0.967,1.2731,1.0384,0.8682,1.2744,1.1529,0.715,0.6971,1.6946,1.3817,1.5158,1.021,0.7037,0.6476,1.0444,1.0,0.0
195,2015-09-14,1.2168,0.556,1.2858,0.8174,1.1083,1.0419,1.1135,0.9691,0.5882,1.1215,0.9946,1.0872,1.0949,0.559,1.4304,0.7364,1.231,0.7839,0.9575,1.3036,1.0604,0.9112,1.2835,1.1465,0.7216,0.7254,1.6152,1.3964,1.4745,1.0044,0.6918,0.6415,1.054,1.0,0.0
196,2015-09-21,1.1832,0.5484,1.3793,0.8534,1.083,0.9496,1.0007,0.9131,0.6493,1.076,1.0109,1.0721,1.034,0.6179,1.4092,0.766,1.2268,0.7433,0.8546,1.2841,0.9493,0.9561,1.1439,1.1765,0.7858,0.7468,1.5448,1.3727,1.5037,0.9777,0.7447,0.6215,1.0602,1.0,0.0
197,2015-09-28,1.1912,0.5454,1.3446,0.8906,1.0818,0.9389,0.9841,0.9408,0.6277,1.1489,1.0016,1.0822,1.0426,0.6238,1.3888,0.7366,1.293,0.7509,0.9027,1.354,0.9846,0.9775,1.1513,1.1338,0.7403,0.736,1.5497,1.3501,1.5194,0.9896,0.7163,0.6289,1.0753,1.0,0.0
198,2015-10-05,1.2226,0.5457,1.2635,0.8862,1.1206,0.9482,1.0146,0.9232,0.6062,1.1737,1.0394,1.0428,1.0739,0.646,1.4618,0.728,1.2813,0.9991,0.9478,1.3855,0.9669,0.9484,1.0123,1.1377,0.7035,0.6557,1.645,1.3627,1.3224,0.9017,0.6933,0.711,1.1254,1.0,0.0
199,2015-10-12,1.2502,0.4536,1.2267,0.8499,1.1448,0.8488,1.0807,0.9248,0.5876,1.2333,1.0623,0.9117,1.0428,0.6375,1.3767,0.6976,1.2662,0.8991,0.9259,1.4015,0.8519,0.9118,0.9058,1.087,0.76,0.5415,1.8238,1.3295,1.1912,0.9186,0.719,0.6805,1.1492,1.0,0.0
200,2015-10-19,1.2261,0.4708,1.2146,0.8547,1.12,0.869,1.0542,0.9186,0.5892,1.2517,1.0712,0.9105,1.0538,0.6382,1.3549,0.6942,1.2643,0.9346,0.9353,1.3889,0.802,0.9212,0.92,1.0874,0.7373,0.5604,1.801,1.3561,1.1655,0.9046,0.7222,0.6977,1.144,1.0,0.0
201,2015-10-26,1.2405,0.4563,1.2591,0.8786,1.156,0.8332,1.0515,0.9709,0.5764,1.2557,1.0834,0.8453,1.0524,0.6315,1.362,0.6873,1.2832,0.9389,0.9173,1.406,0.7981,0.8929,0.9447,1.1654,0.7447,0.4978,1.7278,1.3892,1.1772,0.9371,0.7529,0.6713,1.155,1.0,0.0
202,2015-11-02,1.2393,0.4636,1.2558,0.8885,1.1718,0.8439,1.0373,0.98,0.5707,1.2303,1.0882,0.8245,1.0564,0.6145,1.3428,0.6836,1.2902,0.948,0.9102,1.4047,0.7557,0.9096,0.955,1.1758,0.7459,0.4759,1.6969,1.413,1.183,0.9395,0.754,0.6876,1.1464,1.0,0.0
203,2015-11-09,1.2385,0.4581,1.2544,0.8924,1.1544,0.8471,0.988,0.9757,0.552,1.1934,1.0854,0.802,1.0392,0.5795,1.3494,0.6992,1.2902,0.9647,0.9119,1.3955,0.7549,0.9426,0.9334,1.1852,0.737,0.542,1.768,1.4203,1.1586,0.9416,0.7138,0.678,1.1448,1.0,0.001
204,2015-11-16,1.2193,0.8511,1.3152,0.9009,1.1363,0.8368,1.1271,0.9935,0.4846,1.1774,1.0466,0.7655,1.0549,0.5819,1.3788,0.6969,1.1467,0.9975,0.9283,1.3722,0.9248,0.9479,0.942,1.2029,0.7389,0.696,1.7037,1.3839,1.1866,0.9165,0.6949,0.6913,1.1383,1.0,0.001
205,2015-11-23,1.2336,0.9534,1.3443,0.9202,1.1108,0.9897,0.9375,0.9775,0.5103,1.1341,1.078,0.7855,1.1049,0.6266,1.2475,0.7008,1.168,0.9902,0.9494,1.4118,0.9277,0.9242,0.8636,1.2104,0.7715,0.8373,1.5022,1.449,1.2937,0.9014,0.6614,0.6607,1.1367,1.0,0.001
206,2015-11-30,1.2329,1.0223,1.3994,0.8768,0.9937,1.1051,0.8918,0.9344,0.4254,1.1658,1.0571,0.7958,1.1204,0.6155,1.2488,0.6717,1.1324,1.1371,0.9124,1.4086,0.8564,0.8963,0.8434,1.2343,0.7745,0.9305,1.2918,1.5693,1.0864,0.8569,0.6757,0.623,1.2362,1.0,0.001
207,2015-12-07,1.2376,1.024,1.3963,0.8829,0.9963,1.1107,0.8798,0.9351,0.3998,1.1376,1.055,0.8175,1.1208,0.6119,1.2392,0.6672,1.1293,1.1341,0.9144,1.416,0.8557,0.9092,0.8368,1.2347,0.7743,0.9245,1.2941,1.563,1.0887,0.8579,0.6804,0.617,1.2429,1.0,0.003
208,2015-12-14,1.1872,1.0482,1.3792,0.8543,0.9918,1.0446,0.8991,0.9838,0.432,1.104,1.1102,0.8782,1.1953,0.6357,1.3255,0.7179,1.1221,1.1861,0.9193,1.4637,0.8749,0.9025,0.7833,1.3057,0.8098,0.9458,1.6078,1.5333,1.0638,0.8379,0.702,0.6338,1.2521,1.0,0.003
209,2015-12-21,1.1912,1.0537,1.4013,0.8611,1.0024,1.0438,0.8766,0.9934,0.4183,1.0851,1.1023,0.8897,1.1793,0.6443,1.3134,0.722,1.1174,1.1663,0.9238,1.4511,0.8742,0.9184,0.7842,1.2981,0.8177,0.9264,1.6355,1.5154,1.0713,0.8437,0.7125,0.6282,1.2601,1.0,0.003
210,2015-12-28,1.1804,0.9676,1.3426,0.8656,0.9852,1.0423,0.9096,1.0196,0.4414,1.1686,1.1028,0.8737,1.1532,0.6394,1.2758,0.7475,1.1471,1.0711,0.9259,1.4118,0.866,0.9216,0.7831,1.2521,0.8009,0.9368,1.8091,1.4799,1.0177,0.8599,0.7423,0.6658,1.2141,1.0,0.003
211,2016-01-04,1.1863,0.9397,1.3126,0.8857,0.9965,1.0341,0.9089,1.0048,0.4546,1.2201,1.1104,0.8513,1.1618,0.6351,1.263,0.7533,1.1408,1.0323,0.9056,1.3998,0.8724,0.9234,0.7762,1.2621,0.8007,0.9119,1.829,1.4455,0.9985,0.8586,0.731,0.6897,1.2296,1.0,0.003
212,2016-01-11,1.218,0.9372,1.4184,1.0834,0.9717,1.0266,0.9329,1.0375,0.3488,1.1356,1.085,0.8059,1.1627,0.5914,1.2856,0.8064,1.2166,1.3953,1.0838,1.6397,0.9067,0.9677,0.7426,1.352,0.8831,0.9692,1.8963,1.4216,1.2152,0.9315,0.6113,0.6589,1.2372,1.0,0.002
213,2016-01-18,1.228,0.9379,1.4229,1.0864,0.923,0.9991,0.9994,1.1613,0.4428,1.2254,1.0083,0.7908,1.1277,0.6761,1.3178,0.7966,1.185,1.4385,1.0926,1.5942,0.8949,0.9847,0.8382,1.342,0.8631,0.9964,1.9355,1.5135,1.2148,0.9278,0.6461,0.564,1.271,1.0,0.002
214,2016-01-25,1.2359,1.0291,1.3938,1.0771,0.9357,0.956,1.0362,1.1183,0.4708,1.3107,1.0119,0.7714,1.1046,0.6949,1.2488,0.8,1.2458,1.4692,1.1297,1.559,0.8563,0.9894,0.8389,1.2903,0.8648,1.0433,1.9657,1.5283,1.1853,0.9411,0.6383,0.6016,1.252,1.0,0.002
215,2016-02-01,1.1914,1.0481,1.3286,0.9974,0.9452,0.9232,1.078,0.9023,0.49,1.3244,1.002,0.7006,1.0794,0.7169,1.1914,0.8202,1.244,1.4246,1.1259,1.5308,0.8664,0.9668,0.7979,1.3313,0.8322,1.0926,2.0404,1.531,1.1336,0.9933,0.6643,0.6211,1.2545,1.0,0.002
216,2016-02-08,1.2019,1.0817,1.3161,0.969,1.0014,1.0525,1.0782,0.9464,0.427,1.2167,0.9563,0.7246,1.1157,0.7674,1.2062,0.7232,1.2526,1.5934,1.0788,1.5862,0.8105,1.0105,0.924,1.3214,0.867,0.6766,2.0945,1.594,1.078,0.9301,0.6727,0.5703,1.2064,1.0,0.005
217,2016-02-15,1.2014,1.0729,1.3186,0.9693,1.0264,1.0581,1.0814,0.9664,0.4156,1.2082,0.9686,0.722,1.1353,0.7677,1.1786,0.7175,1.2488,1.6016,1.104,1.5949,0.8478,1.0049,0.9318,1.3399,0.8773,0.6839,2.1304,1.6168,1.0529,0.9214,0.643,0.5577,1.2197,1.0,0.005
218,2016-02-22,1.1935,1.0567,1.2934,0.986,1.0276,1.0843,1.0669,1.0943,0.4014,1.1914,0.9928,0.6778,1.0465,0.7512,1.2041,0.6909,1.3933,1.5883,1.1298,1.6181,0.9118,1.0013,0.9662,1.37,0.842,0.7384,1.8676,1.5672,1.0735,0.9103,0.6085,0.5229,1.1983,1.0,0.005
219,2016-02-29,1.1762,1.0905,1.2985,1.0058,1.0127,1.1633,1.1157,1.0968,0.3626,1.1534,0.9857,0.6738,1.0401,0.6853,1.2175,0.6703,1.4501,1.6253,1.1134,1.6148,0.9807,0.9947,0.9784,1.3937,0.8332,0.7772,1.934,1.5743,1.0569,0.9057,0.6187,0.5254,1.2485,1.0,0.005
220,2016-03-07,1.191,1.0884,1.3422,0.9705,1.0408,1.0788,1.1961,1.1178,0.3407,1.2256,0.9812,0.5806,1.0199,0.6992,1.1954,0.6681,1.4135,1.6044,1.1325,1.6511,0.9618,0.9754,0.9547,1.3905,0.8145,0.7953,2.1313,1.5272,1.1605,0.8866,0.6041,0.5186,1.1904,1.0,0.005
221,2016-03-14,1.1772,1.1085,1.3275,0.9819,1.044,1.0635,1.171,1.1016,0.3416,1.2189,0.9839,0.5965,1.015,0.7044,1.1941,0.6607,1.4255,1.5842,1.1208,1.6241,0.9646,0.9713,0.9435,1.3889,0.8128,0.8103,2.1476,1.5297,1.1421,0.8859,0.586,0.5161,1.2098,1.0,0.005
222,2016-03-21,1.1677,1.0737,1.342,0.9729,1.0465,1.1104,1.1883,1.0755,0.3601,1.2401,0.9872,0.5399,1.0104,0.7446,1.1883,0.6711,1.4355,1.5489,1.1317,1.6157,0.9283,0.9388,0.9622,1.3856,0.8265,0.7795,2.1981,1.5382,1.1398,0.8806,0.5677,0.5286,1.1625,1.0,0.005
223,2016-03-28,1.1716,1.0682,1.3394,0.9687,1.0268,1.0967,1.2081,1.0671,0.3496,1.2445,0.9906,0.5357,1.0244,0.7422,1.2016,0.6714,1.4251,1.5289,1.1263,1.6149,0.9161,0.9356,0.9575,1.4012,0.8177,0.781,2.2254,1.5299,1.1373,0.8711,0.5663,0.5308,1.1597,1.0,0.005
224,2016-04-04,1.1951,1.063,1.3332,0.9538,1.0285,1.0789,1.205,1.0647,0.3443,1.2216,1.0025,0.502,1.0562,0.7458,1.1606,0.6921,1.4601,1.4075,1.1665,1.6237,0.9583,0.9219,1.0276,1.4247,0.8308,0.7955,2.2178,1.4801,1.1893,0.8963,0.5869,0.4938,1.1496,1.0,0.002
225,2016-04-11,1.1945,1.0686,1.3297,0.9398,1.041,1.0807,1.208,1.0659,0.3584,1.2406,0.9965,0.5629,1.0699,0.739,1.1777,0.6968,1.453,1.3967,1.1628,1.6313,0.986,0.8971,1.0327,1.4515,0.8464,0.8447,2.1637,1.4738,1.1885,0.8937,0.5747,0.5023,1.1569,1.0,0.002
226,2016-04-18,1.2029,1.0792,1.3255,0.9437,1.0342,1.0741,1.2158,1.0521,0.3541,1.24,1.014,0.4948,1.0761,0.694,1.1426,0.6929,1.4613,1.4094,1.1519,1.6577,1.0223,0.895,1.01,1.4834,0.8417,0.8524,2.2141,1.472,1.2112,0.888,0.5341,0.5067,1.1469,1.0,0.002
227,2016-04-25,1.2086,1.0663,1.3126,0.9444,1.0313,1.0663,1.2246,1.0442,0.3412,1.237,1.0177,0.5059,1.0839,0.6939,1.14,0.688,1.4513,1.4078,1.1403,1.6511,1.0362,0.9,0.9904,1.4939,0.8363,0.8521,2.2462,1.4576,1.2068,0.884,0.5263,0.5,1.1452,1.0,0.002
228,2016-05-02,1.2113,1.0626,1.3636,1.004,1.0326,1.0637,1.2097,1.0389,0.3246,1.2278,1.006,0.5283,1.0778,0.6918,1.1291,0.6892,1.4594,1.3704,1.1435,1.6539,1.0489,0.9484,0.9797,1.5052,0.8388,0.843,2.2297,1.4706,1.1976,0.8846,0.5091,0.4874,1.1502,1.0,0.002
229,2016-05-09,1.2016,1.0551,1.3645,1.0086,1.0301,1.0618,1.2247,1.0407,0.3207,1.2292,1.0105,0.5495,1.0756,0.6832,1.131,0.6854,1.4699,1.3707,1.1414,1.6661,1.0569,0.9537,0.9759,1.5104,0.8399,0.7439,2.2417,1.4644,1.2032,0.8837,0.5092,0.486,1.1489,1.0,0.003
230,2016-05-16,1.1912,1.0717,1.3671,1.0118,1.0297,1.0587,1.22,1.0428,0.3081,1.2201,1.0099,0.5257,1.0843,0.6805,1.1272,0.6835,1.475,1.3595,1.1466,1.6758,1.0641,0.9568,0.9815,1.5196,0.8363,0.8002,2.2319,1.4667,1.2152,0.8822,0.4872,0.4863,1.1537,1.0,0.003
231,2016-05-23,1.1983,1.0708,1.3747,1.0114,1.0296,1.0584,1.2271,1.0453,0.3054,1.2154,1.0081,0.5302,1.086,0.6771,1.1318,0.6818,1.4961,1.3559,1.148,1.6723,1.0703,0.9581,0.9828,1.5231,0.8338,0.7993,2.2408,1.4651,1.2214,0.8783,0.4826,0.4828,1.1523,1.0,0.003
232,2016-05-30,1.194,1.1154,1.4025,1.028,1.0218,1.0663,1.2958,1.0671,0.3041,1.1988,1.0081,0.5451,1.0861,0.6884,1.1636,0.6785,1.5354,1.3296,1.1593,1.6493,1.0282,0.9444,0.9209,1.5296,0.8545,0.8007,2.2519,1.4588,1.2325,0.8857,0.4701,0.4798,1.1435,1.0,0.003
233,2016-06-06,1.1969,1.1206,1.4047,1.0301,1.0256,1.073,1.2908,1.0696,0.3014,1.1957,1.0117,0.5492,1.0898,0.6846,1.1629,0.6775,1.5365,1.3304,1.1542,1.6506,1.0245,0.9381,0.9277,1.5328,0.8524,0.7958,2.2542,1.4574,1.2323,0.8842,0.4703,0.4854,1.1416,1.0,0.005
234,2016-06-13,1.2002,1.1214,1.4149,1.0352,1.0226,1.0675,1.292,1.0701,0.3109,1.1994,1.0035,0.5592,1.0959,0.6993,1.1659,0.6754,1.5414,1.3354,1.174,1.6478,1.0318,0.9373,0.928,1.5424,0.8499,0.777,2.2523,1.4567,1.2334,0.8841,0.4654,0.4806,1.1381,1.0,0.005
235,2016-06-20,1.1957,1.1101,1.4239,1.0417,1.0231,1.0725,1.2931,1.0823,0.3062,1.1732,1.0016,0.5676,1.1016,0.6881,1.1526,0.6814,1.5497,1.3422,1.1817,1.6432,1.0058,0.9528,0.9162,1.5775,0.8442,0.7738,2.222,1.4729,1.2148,0.8801,0.4734,0.4758,1.1381,1.0,0.005
236,2016-06-27,1.2226,1.0871,1.3951,1.0382,1.0635,1.0989,1.3208,1.1315,0.3044,1.1616,1.0194,0.5791,1.1238,0.6795,1.115,0.6707,1.6474,1.2924,1.2127,1.7266,1.0555,0.9489,0.9282,1.5748,0.8465,0.8767,2.2851,1.2587,1.2599,0.884,0.4269,0.4512,1.1598,1.0,0.005
237,2016-07-04,1.1861,1.1406,1.3719,1.1089,1.0629,1.098,1.3472,1.0472,0.3098,1.1539,1.0536,0.6043,1.1565,0.7583,1.1534,0.7304,1.6093,1.3842,1.2071,1.721,1.0729,0.9456,0.8671,1.4366,0.828,0.8867,2.2269,1.2003,1.2709,0.8604,0.453,0.4712,1.1366,1.0,0.005
238,2016-07-11,1.1738,1.1214,1.3852,1.1401,1.057,1.0961,1.3517,1.0561,0.2689,1.149,1.0328,0.581,1.1504,0.7786,1.1306,0.7231,1.6278,1.3882,1.1992,1.7223,1.0645,0.9496,0.8389,1.4324,0.8547,0.8522,2.2236,1.1995,1.2887,0.8548,0.4506,0.4505,1.0969,1.0,0.005
239,2016-07-18,1.1711,1.1184,1.3727,1.1388,1.0556,1.1017,1.3451,1.0875,0.2683,1.1596,1.034,0.5746,1.1622,0.7761,1.1289,0.6631,1.6366,1.3547,1.2059,1.7524,1.0433,0.9644,0.8392,1.4631,0.8533,0.8884,2.2011,1.2157,1.2988,0.854,0.4508,0.4456,1.0767,1.0,0.005
240,2016-07-25,1.1788,1.1009,1.3697,1.1447,1.0512,1.0913,1.339,1.102,0.2653,1.1559,1.031,0.585,1.1588,0.7702,1.1347,0.656,1.6418,1.3529,1.2048,1.7661,1.033,0.9679,0.84,1.456,0.8527,0.8896,2.1993,1.2138,1.3053,0.8532,0.447,0.4473,1.0706,1.0,0.005
241,2016-08-01,1.1874,1.1553,1.3458,1.1694,1.0506,1.0181,1.4557,1.1545,0.2898,1.1768,0.9395,0.5494,1.1631,0.8257,1.1507,0.6497,1.7018,1.3638,1.2142,1.9497,0.9797,1.0155,0.7539,1.5786,0.8625,0.8031,2.2711,1.2153,1.3807,0.8739,0.4193,0.4566,1.0894,1.0,0.005
242,2016-08-08,1.1863,1.1596,1.3263,1.1813,1.0599,1.0197,1.4583,1.1465,0.3003,1.1758,0.9423,0.5378,1.1668,0.8367,1.1308,0.6682,1.6959,1.3521,1.2103,1.9337,0.9189,1.0057,0.745,1.5793,0.8624,0.7746,2.2693,1.2098,1.3753,0.8684,0.417,0.459,1.0906,1.0,0.005
243,2016-08-15,1.1833,1.2038,1.3556,1.1373,1.107,1.0229,1.4897,1.1503,0.1858,1.0745,0.9254,0.4936,1.158,0.7483,1.2507,0.6687,1.7257,1.364,1.214,1.9983,1.028,1.0135,0.7847,1.6385,0.9011,0.8713,2.3363,1.1963,1.4489,0.8636,0.3726,0.4388,1.0906,1.0,0.005
244,2016-08-22,1.1851,1.2124,1.3305,1.1512,1.0979,1.0157,1.5191,1.1642,0.1883,1.0855,0.9145,0.489,1.1728,0.7321,1.231,0.6633,1.7499,1.3377,1.2172,1.9648,1.0137,0.9776,0.743,1.6516,0.9011,0.8787,2.404,1.1806,1.4698,0.8732,0.3801,0.454,1.0849,1.0,0.005
245,2016-08-29,1.186,1.2114,1.3369,1.1629,1.0873,1.0116,1.5266,1.1621,0.2131,1.0886,0.9117,0.5191,1.1679,0.7223,1.1963,0.6678,1.7491,1.3329,1.2143,1.9294,0.9129,0.9869,0.7391,1.6365,0.914,0.8779,2.4026,1.1841,1.4712,0.8682,0.3936,0.4587,1.0795,1.0,0.005
246,2016-09-05,1.1639,1.252,1.3707,1.1241,1.0962,1.0469,1.5397,1.2223,0.2372,1.0191,0.9362,0.4799,1.1845,0.7412,1.2035,0.6997,1.6821,1.3194,1.2089,1.9085,0.899,0.958,0.7279,1.6745,0.9449,0.8733,2.4049,1.1736,1.4903,0.8778,0.4117,0.4564,1.0782,1.0,0.005
247,2016-09-12,1.1992,1.2192,1.4037,1.1198,1.1223,1.0749,1.5511,1.1634,0.2747,0.9767,0.9426,0.4403,1.1785,0.7732,1.2311,0.6958,1.6996,1.3056,1.2077,1.858,0.9279,0.9488,0.7746,1.6246,0.9838,0.8815,2.3319,1.1538,1.5602,0.8892,0.4801,0.4927,1.1206,1.0,0.005
248,2016-09-19,1.1861,1.2838,1.4689,1.157,1.0841,1.1341,1.5058,1.1474,0.2629,0.9256,0.9226,0.5442,1.2024,0.7494,1.1937,0.6912,1.7321,1.362,1.2296,1.8657,1.0203,0.9784,0.8317,1.6622,0.937,0.9652,2.2505,1.1711,1.671,0.8549,0.4395,0.4963,0.9962,1.0,0.005
249,2016-09-26,1.2093,1.2799,1.4541,1.152,1.1034,1.1533,1.5,1.1526,0.2772,0.9514,0.9243,0.5319,1.1945,0.7836,1.2195,0.6903,1.7088,1.3501,1.225,1.86,1.0425,0.9699,0.8245,1.6627,0.9379,1.0177,2.2084,1.1659,1.6529,0.8609,0.4366,0.4921,0.9864,1.0,0.005
250,2016-10-03,1.1965,1.2918,1.4021,1.1301,1.0627,1.1904,1.5046,1.0963,0.2844,0.944,0.906,0.5749,1.193,0.7887,1.1861,0.696,1.7144,1.3295,1.2484,1.84,1.048,0.9869,0.7841,1.5991,0.9273,1.0897,2.2927,1.1233,1.6463,0.8262,0.3993,0.5068,0.9632,1.0,0.005
251,2016-10-10,1.1904,1.2856,1.3934,1.1175,1.0844,1.188,1.4964,1.1009,0.3019,0.9895,0.9079,0.5448,1.1818,0.8295,1.1783,0.7,1.7201,1.3246,1.2428,1.8419,1.0383,0.9868,0.7903,1.5879,0.9307,1.0867,2.3042,1.1213,1.6476,0.8372,0.4091,0.5277,0.9555,1.0,0.004
252,2016-10-17,1.2165,1.2805,1.3638,1.1345,1.0779,1.1814,1.5426,1.0859,0.3092,1.0232,0.9073,0.5775,1.1895,0.8472,1.1619,0.6735,1.7551,1.3112,1.251,1.8693,1.0262,0.9512,0.8128,1.5781,0.9279,1.0278,2.236,1.1001,1.6691,0.8333,0.4344,0.5227,0.9547,1.0,0.004
253,2016-10-24,1.2363,0.9061,1.3202,1.1577,1.1054,1.2425,1.4195,1.1044,0.3705,1.0228,0.9423,0.6382,1.1993,0.8744,1.1358,0.6671,1.9233,1.3603,1.2712,1.962,0.8736,0.9671,0.8172,1.6161,0.9585,0.8651,2.3508,1.1516,1.6829,0.8536,0.4421,0.4936,0.9568,1.0,0.004
254,2016-10-31,1.2036,0.9407,1.2824,1.1348,1.0713,1.266,1.6116,1.1375,0.3433,1.1396,0.9278,0.6053,1.1567,0.8702,1.1675,0.6769,1.9483,1.394,1.2921,1.9005,1.052,1.0176,0.8406,1.6448,0.8741,0.7988,2.5259,1.11,1.6482,0.8734,0.4235,0.4538,0.9534,1.0,0.004
255,2016-11-07,1.1402,0.9498,1.306,1.1172,1.0286,1.2544,1.479,1.1248,0.3258,1.052,0.9051,0.6964,1.212,0.8067,1.2212,0.6777,1.9298,1.3979,1.2752,1.8024,1.0511,1.0306,0.8293,1.628,0.9165,0.8095,2.4239,1.1388,1.5822,0.847,0.4472,0.4461,0.8481,1.0,0.004
256,2016-11-14,1.143,1.0198,1.2022,1.0886,0.9742,1.0887,1.0793,1.1824,0.2173,0.79,0.9539,0.8007,1.335,0.6085,1.1006,0.713,1.7954,1.2271,1.2188,1.6109,0.9625,1.1603,0.8426,1.724,0.9619,0.7626,2.3158,1.0187,1.6372,0.8855,0.3097,0.403,0.7628,1.0,0.004
257,2016-11-21,1.1826,1.0575,1.2037,1.1504,0.972,1.1687,1.0651,1.1797,0.1364,0.7612,0.8756,0.7525,1.2918,0.5726,0.9729,0.6678,1.8816,1.2287,1.2335,1.6329,1.0062,1.2132,0.9467,1.7087,0.9608,0.6869,2.0607,1.031,1.7376,0.9083,0.2484,0.376,0.701,1.0,0.004
258,2016-11-28,1.1662,1.0894,1.183,1.1233,0.9648,1.1552,1.0652,1.2357,0.1726,0.7683,0.8551,0.7647,1.2865,0.6014,0.9687,0.6614,1.8786,1.2493,1.2185,1.6217,1.013,1.2142,0.9666,1.7146,0.9572,0.694,1.9895,1.0232,1.7436,0.8864,0.2697,0.4091,0.7022,1.0,0.004
259,2016-12-05,1.1387,1.1431,1.2077,1.1261,0.9901,1.1842,1.0244,1.2516,0.1712,0.739,0.8779,0.7493,1.2825,0.6018,1.0266,0.6596,1.8861,1.3457,1.2304,1.6442,1.0008,1.1871,0.9704,1.7466,0.9422,0.72,1.7863,1.0497,1.8243,0.8801,0.2555,0.3886,0.7387,1.0,0.006
260,2016-12-12,1.1671,1.1439,1.1948,1.1372,1.028,1.203,1.0676,1.3092,0.1848,0.8099,0.8414,0.7641,1.2785,0.5967,0.9905,0.6642,1.8032,1.3561,1.1727,1.785,1.0582,1.1926,1.0336,1.732,0.9871,0.7865,1.6707,1.1002,1.8881,0.8889,0.3049,0.4378,0.772,1.0,0.006
261,2016-12-19,1.1443,1.3712,1.1465,1.0075,1.0326,1.2553,1.0636,1.3977,0.2687,0.8179,0.8169,0.8593,1.3038,0.6794,0.8014,0.5137,1.7927,1.2274,0.9233,1.5983,1.119,1.3187,1.1688,1.6728,1.0083,0.7516,1.577,1.1578,1.7472,0.797,0.4071,0.4226,0.678,1.0,0.006
262,2016-12-26,1.1148,1.4334,1.2179,1.0692,1.1235,1.3669,0.906,1.4377,0.2792,0.6949,0.8558,0.9008,1.3233,0.6283,0.6273,0.5338,1.769,1.143,0.9054,1.4918,1.0126,1.3349,1.1346,1.7117,1.0443,0.6517,1.2814,1.1605,1.7485,0.807,0.384,0.5066,0.7031,1.0,0.006
